,readings,ntu
6,89.75,0.0
7,88.83333333333333,0.0
8,89.33333333333333,46.875
15,88.91666666666667,62.5
9,97.16666666666667,93.75
0,93.58333333333333,125.0
10,97.33333333333333,187.5
1,99.91666666666667,250.0
11,112.5,375.0
2,120.33333333333333,500.0
12,148.25,750.0
3,193.0,1000.0
13,384.6666666666667,1500.0
4,595.75,2000.0
14,879.3333333333334,3000.0
