,readings,ntu
0,82.41666666666667,0.0
1,83.75,0.0
2,87.41666666666667,46.875
9,87.25,62.5
3,94.0,93.75
10,91.58333333333333,125.0
4,99.41666666666667,187.5
11,102.33333333333333,250.0
5,112.41666666666667,375.0
12,124.66666666666667,500.0
6,152.08333333333334,750.0
13,180.5,1000.0
7,496.3333333333333,1500.0
14,645.5833333333334,2000.0
8,888.0833333333334,3000.0
