,readings,ntu
10,77.83333333333333,0.0
11,76.75,0.0
12,80.75,46.875
3,81.33333333333333,62.5
13,84.66666666666667,93.75
4,86.75,125.0
14,88.5,187.5
5,96.83333333333333,250.0
15,102.58333333333333,375.0
6,114.83333333333333,500.0
0,139.75,750.0
7,169.08333333333334,1000.0
1,259.5833333333333,1500.0
8,605.9166666666666,2000.0
2,904.5833333333334,3000.0
9,989.9166666666666,4000.0
