,readings,ntu
4,82.25,0.0
5,78.25,0.0
6,82.0,46.875
13,83.25,62.5
7,86.75,93.75
14,86.58333333333333,125.0
8,91.75,187.5
15,90.41666666666667,250.0
9,110.08333333333333,375.0
0,114.75,500.0
10,134.0,750.0
1,168.33333333333334,1000.0
11,420.25,1500.0
2,609.0833333333334,2000.0
12,844.75,3000.0
