,readings,ntu
12,72.91666666666667,0.0
13,75.75,0.0
14,81.5,46.875
5,75.75,62.5
15,81.41666666666667,93.75
6,83.16666666666667,125.0
0,85.41666666666667,187.5
7,90.75,250.0
1,102.41666666666667,375.0
8,109.75,500.0
2,135.25,750.0
9,164.5,1000.0
3,254.75,1500.0
10,582.5,2000.0
4,821.3333333333334,3000.0
11,1004.75,4000.0
