,readings,ntu
14,77.91666666666667,0.0
15,75.91666666666667,0.0
0,76.41666666666667,46.875
7,81.0,62.5
1,87.41666666666667,93.75
8,88.91666666666667,125.0
2,90.66666666666667,187.5
9,90.08333333333333,250.0
3,99.33333333333333,375.0
10,109.58333333333333,500.0
4,136.58333333333334,750.0
11,164.75,1000.0
5,277.0,1500.0
12,570.75,2000.0
6,826.3333333333334,3000.0
13,1009.75,4000.0
