,readings,ntu
8,89.58333333333333,0.0
9,91.5,0.0
10,90.58333333333333,46.875
1,84.25,62.5
11,98.25,93.75
2,92.83333333333333,125.0
12,97.41666666666667,187.5
3,99.25,250.0
13,117.66666666666667,375.0
4,121.08333333333333,500.0
14,153.5,750.0
5,175.33333333333334,1000.0
15,433.8333333333333,1500.0
6,648.1666666666666,2000.0
0,921.0,3000.0
7,1010.8333333333334,4000.0
