,readings,ntu
11,76.41666666666667,0.0
12,77.83333333333333,0.0
13,83.58333333333333,46.875
4,82.16666666666667,62.5
14,84.75,93.75
5,86.5,125.0
15,91.33333333333333,187.5
6,97.08333333333333,250.0
0,101.41666666666667,375.0
7,111.75,500.0
1,141.08333333333334,750.0
8,167.0,1000.0
2,252.33333333333334,1500.0
9,544.5833333333334,2000.0
3,819.0,3000.0
10,1004.0833333333334,4000.0
