,readings,ntu
2,84.0,0.0
3,88.5,0.0
4,78.41666666666667,46.875
11,85.08333333333333,62.5
5,94.08333333333333,93.75
12,90.66666666666667,125.0
6,94.0,187.5
13,93.41666666666667,250.0
7,107.66666666666667,375.0
14,119.91666666666667,500.0
8,140.58333333333334,750.0
15,184.16666666666666,1000.0
9,446.6666666666667,1500.0
0,586.0,2000.0
10,886.0,3000.0
