,readings,ntu
0,77.0,0.0
15,75.66666666666667,0.0
1,80.75,46.875
8,79.25,62.5
2,84.25,93.75
9,86.5,125.0
3,89.41666666666667,187.5
10,94.66666666666667,250.0
4,101.75,375.0
11,115.83333333333333,500.0
5,142.33333333333334,750.0
12,165.41666666666666,1000.0
6,264.6666666666667,1500.0
13,636.9166666666666,2000.0
7,890.0833333333334,3000.0
