,readings,ntu
5,81.58333333333333,0.0
6,79.91666666666667,0.0
7,85.91666666666667,46.875
14,87.33333333333333,62.5
8,88.75,93.75
15,93.33333333333333,125.0
9,96.25,187.5
0,99.0,250.0
10,109.08333333333333,375.0
1,120.5,500.0
11,148.0,750.0
2,176.25,1000.0
12,383.0833333333333,1500.0
3,620.6666666666666,2000.0
13,856.3333333333334,3000.0
